,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
cS99a,98.283722,98.757988,98.721107,98.667015,98.704071,98.650208,96.579742,98.689331,97.097855,97.093689,98.634201,98.694138,98.768211,98.695496,98.69278,98.731186,98.604637,98.629852,98.682762,96.656235,96.625793,98.388611,98.385788,98.381744,98.733803,99.96225,98.393761,97.153549,98.704834,98.396881,97.131638,98.280884,97.017822,98.269196,96.642746,97.086922,98.374641,97.146515,96.555687,97.116341,97.135208,98.38839,98.390564,98.70787,98.387024,98.385872,96.566437,98.37397,98.612244,96.684448,98.523911,99.317734,97.122513,96.567238,98.624756,98.637421,96.604858,96.593307,98.629898,98.632401,98.643669,98.259468,98.638992,98.583786,97.109825,98.626663,96.6082,97.137932,96.752777,96.675331,98.682236,98.695465,98.263298,96.57547,98.248444,100.0,98.782547,97.133896,98.375717,98.74247,98.712097,99.353638,98.794067,98.228546,97.129562,98.427177,98.340858,96.678474,96.63533,98.387802,98.379227,98.684059,98.780724,98.764435,98.655029,96.929062,96.873581,97.125816,98.444221,96.659195,97.149017,98.35347,97.162537,97.275093,97.150925,98.420364,98.688416,97.155273,98.329445,98.234848,98.213043,98.317871,98.718994,98.643982,98.585648,98.387375,98.619217,98.608711,98.362099,98.369614,98.366104,98.634697,98.631058,98.835205,98.281303,98.37738,98.625282,98.242142,98.336967,97.153214,97.161728,97.145035,98.447014,97.161171,98.230034,98.278343,98.27916,98.301804,98.367325,97.154396,97.164291,97.162521,98.682465,98.254486,98.267502,98.280701,97.149124,98.278809,98.645355,98.280334,96.701981,98.341873,96.724426,96.734901,96.669174,97.147842,98.652512,97.178833,97.12973
fM10a,98.375397,99.081963,99.024017,99.011269,99.043564,99.190506,96.652252,99.026634,97.135422,97.114624,99.175041,99.038467,99.856178,99.027039,99.023544,99.02681,99.200195,99.189072,99.403229,96.743042,96.722496,98.426422,98.344833,98.362244,99.884621,98.791565,98.422356,97.189804,99.874054,98.409157,97.261276,98.36557,97.196411,98.376282,96.731392,97.226334,98.361313,97.167831,96.713737,97.250275,97.230057,98.367821,98.399689,99.001968,98.383224,98.430206,96.756561,98.433395,99.266174,96.738724,98.793129,98.686752,97.2351,96.761696,99.387451,99.245407,96.744644,96.70948,99.240173,99.23893,99.260864,98.360619,99.382156,98.760971,97.197144,99.266022,96.728622,97.240082,96.675606,96.709267,99.007629,99.018433,98.369415,96.710548,98.384827,98.782547,100.0,97.16095,98.408928,99.856819,99.04567,98.770126,99.18882,98.34626,97.180237,99.112793,98.417343,96.7472,96.712051,98.381355,98.412292,99.040863,99.139664,99.165634,98.909073,96.976257,96.985893,97.203049,99.087914,96.740585,97.177719,98.344604,97.192879,97.235687,97.145363,98.437836,99.444817,97.158859,98.290024,98.381332,98.36998,99.08992,99.439926,98.887054,98.886185,98.331276,99.191849,99.189072,98.31012,98.31781,98.315018,98.9086,98.888062,99.501297,98.311249,98.342896,98.888687,98.391632,99.102638,97.184692,97.177414,97.157318,99.101669,97.21434,98.348068,98.290215,98.297943,98.295959,98.309265,97.204971,97.194336,97.201263,99.442657,98.366188,98.306023,98.295395,97.19162,98.280396,98.852844,98.283997,96.794785,98.301453,96.758286,96.783081,96.751877,97.160629,98.89502,97.150787,97.193443
fM16a,97.268799,97.244339,97.247833,97.202606,97.201248,96.958229,96.796326,97.215889,97.554657,97.564926,97.011765,97.202606,97.128998,97.206505,97.202126,97.251045,97.016464,97.006134,97.147758,96.84288,96.796173,97.238831,97.226074,97.220016,97.122406,97.129997,97.264702,97.582062,97.168198,97.220993,99.932671,97.112381,97.901566,97.108337,96.789078,99.933723,97.236206,97.546585,96.904411,99.935081,99.938568,97.197235,97.2369,97.205719,97.232513,97.252747,96.846512,97.227203,97.13002,96.872795,96.987038,97.080643,99.943878,96.822205,97.108932,97.06842,96.864365,96.85527,97.117844,97.074066,97.126053,97.097054,97.125938,97.054199,99.916473,97.106911,96.925873,99.938065,96.910522,96.821228,97.203827,97.228127,97.125031,96.898537,97.123581,97.133896,97.16095,100.0,97.238068,97.118843,97.196411,97.194778,97.207939,97.105743,97.527328,97.489609,97.243446,96.903275,96.872131,97.221031,97.217712,97.204681,97.185867,97.233109,97.141205,97.598595,97.286812,99.37677,97.459793,96.811462,99.327026,97.200699,97.593109,99.530327,99.373093,97.220139,97.150406,99.377518,97.100586,97.057404,97.053299,97.443893,97.195496,97.161079,97.110931,97.216339,97.026741,97.012894,97.210876,97.168076,97.199142,97.119797,97.138016,97.082649,97.241608,97.124306,97.113319,97.049446,97.496132,99.352203,99.351852,99.35775,97.475418,99.380585,97.080765,97.242508,97.214745,97.22406,97.196701,99.356186,99.371155,99.354958,97.145264,97.075241,97.240097,97.214615,99.33754,97.22612,97.143448,97.229454,96.870422,97.220963,96.942154,96.898972,96.848068,99.371384,97.134369,99.316551,99.357986
fM19a,99.469673,98.412338,98.424484,98.396515,98.43502,98.269989,96.694794,98.447678,97.08577,97.090759,98.253876,98.454826,98.396606,98.426338,98.409058,98.393204,98.270508,98.253906,98.338181,96.755844,96.733421,99.979126,99.05687,99.0634,98.366745,98.347351,99.982155,97.245552,98.387329,99.051285,97.288704,99.047668,97.151962,99.083908,96.755493,97.280151,99.053787,97.205765,96.686142,97.289078,97.282509,99.96666,99.991135,98.427666,99.991829,99.992981,96.660446,99.005539,98.491417,96.720459,98.194565,98.30481,97.25972,96.74382,98.329201,98.483589,96.716766,96.749771,98.493446,98.493454,98.494507,99.068428,98.328201,98.269615,97.276611,98.487717,96.657532,97.268784,96.699921,96.63755,98.458321,98.437157,99.041756,96.674591,99.083725,98.375717,98.408928,97.238068,100.0,98.392723,98.416351,98.416351,98.38765,98.912292,97.234901,98.216698,99.993698,96.719734,96.754318,99.995621,99.996185,98.42794,98.363327,98.356705,98.351494,97.038086,97.07827,97.169464,98.184433,96.721497,97.188965,99.018265,97.124268,97.255409,97.15239,99.092644,98.25779,97.160172,99.028503,99.026154,99.035362,98.16362,98.286407,98.34697,98.361908,99.042847,98.277679,98.259567,99.023392,98.999084,99.027802,98.362152,98.376953,98.360283,99.484482,98.983749,98.380951,99.041122,98.191849,97.206192,97.197479,97.181992,98.236473,97.187683,99.039055,99.46521,99.444214,99.503708,99.006943,97.181244,97.19606,97.164566,98.238914,99.030258,99.47789,99.459785,97.208954,99.456154,98.393265,99.458481,96.798813,99.505951,96.682022,96.703629,96.765457,97.191795,98.375839,97.16568,97.200348
fM21a,98.330414,99.072586,99.022949,99.008842,99.008995,99.173767,96.639786,99.009964,97.093918,97.119797,99.195389,99.039703,99.991745,98.999954,99.011429,99.031967,99.207108,99.170715,99.370659,96.734207,96.67408,98.398193,98.393387,98.386337,99.921463,98.722687,98.384888,97.124031,99.921082,98.441772,97.184235,98.326797,97.138351,98.325867,96.741867,97.190216,98.389145,97.121315,96.701904,97.195404,97.199692,98.36171,98.388863,98.987106,98.413506,98.398209,96.730988,98.411499,99.29892,96.677078,98.799126,98.709717,97.20237,96.715103,99.334641,99.274445,96.688934,96.680275,99.273041,99.281746,99.2733,98.339096,99.374733,98.788536,97.157143,99.301918,96.720474,97.196259,96.640091,96.691566,99.036026,99.047363,98.323425,96.661972,98.309082,98.74247,99.856819,97.118843,98.392723,100.0,99.01825,98.775146,99.183899,98.335388,97.115158,99.079628,98.406723,96.690765,96.694443,98.405754,98.374069,99.02784,99.154465,99.171677,98.905899,96.942673,96.97319,97.162857,99.073334,96.728943,97.114174,98.375107,97.165985,97.175339,97.120499,98.408707,99.415771,97.116936,98.363983,98.327805,98.296432,99.107437,99.428055,98.896446,98.889366,98.339142,99.20755,99.18634,98.339157,98.355698,98.353516,98.910904,98.909348,99.508949,98.286362,98.350922,98.855667,98.321884,99.085281,97.145676,97.134735,97.124214,99.027733,97.148254,98.300323,98.266678,98.289154,98.355331,98.350433,97.165192,97.134048,97.13858,99.419266,98.321655,98.285698,98.280289,97.140045,98.268814,98.867035,98.299698,96.787025,98.365906,96.703094,96.744461,96.72303,97.118523,98.881943,97.139648,97.153473
fM23b,98.368225,99.992218,99.977966,99.975677,99.977798,98.985519,96.706039,99.977165,97.046875,97.03447,98.98027,99.985786,99.031982,99.961533,99.97113,99.968117,99.012375,98.976608,99.074158,96.847321,96.797447,98.400589,98.451141,98.461639,99.023148,98.744705,98.398277,97.226746,99.04393,98.47644,97.24144,98.42366,97.126724,98.45208,96.812134,97.235779,98.451019,97.190575,96.785324,97.265915,97.235489,98.403732,98.432037,99.984291,98.438301,98.439423,96.784843,98.4888,98.870041,96.798409,99.02916,98.837708,97.239868,96.793762,99.075546,98.894485,96.783112,96.830849,98.880569,98.892853,98.903503,98.44313,99.076706,99.032211,97.215576,98.893265,96.774384,97.241653,96.720871,96.656982,99.951996,99.954788,98.429657,96.788773,98.422531,98.712097,99.04567,97.196411,98.416351,99.01825,100.0,98.79718,99.062531,98.344025,97.336853,98.670631,98.379395,96.770615,96.80719,98.413002,98.381973,99.989578,99.026443,99.075882,99.038193,97.070488,97.165863,97.14444,98.723877,96.79834,97.166122,98.4198,97.121017,97.251205,97.155502,98.457993,98.987045,97.139526,98.426758,98.435654,98.400055,98.670441,99.032494,99.018326,98.907074,98.393768,99.000381,98.998886,98.395271,98.41832,98.375687,99.049866,99.028,99.063766,98.399231,98.448715,98.99971,98.450989,98.685791,97.153961,97.142029,97.161652,98.706024,97.170547,98.406517,98.392815,98.416672,98.379059,98.392418,97.145828,97.149521,97.18457,98.995148,98.431885,98.418404,98.391708,97.165359,98.404785,99.007683,98.410217,96.649292,98.365036,96.743507,96.73288,96.845108,97.173744,99.01857,97.145691,97.152573
fM24a,98.384018,98.837387,98.844429,98.822113,98.868202,98.729736,96.752571,98.806168,97.134293,97.126678,98.726624,98.863297,98.742905,98.809219,98.848755,98.840363,98.728317,98.731506,98.851471,96.723221,96.719604,98.422836,98.38839,98.414642,98.750336,99.347641,98.40062,97.165817,98.763489,98.362602,97.203674,98.346893,97.194229,98.350067,96.741562,97.153168,98.397766,97.138969,96.709335,97.184555,97.174652,98.39888,98.374008,98.846069,98.419937,98.412933,96.684418,98.389946,98.664001,96.705902,98.644585,99.384689,97.210358,96.752686,98.836388,98.678467,96.747833,96.754677,98.665733,98.660065,98.676437,98.345268,98.824646,98.619064,97.208832,98.664452,96.693512,97.207352,96.751129,96.664963,98.836334,98.843719,98.314926,96.68866,98.322777,99.353638,98.770126,97.194778,98.416351,98.775146,98.79718,100.0,98.877014,98.261597,97.194588,98.485092,98.408615,96.730911,96.727646,98.388565,98.375854,98.840317,98.865273,98.904816,98.757523,97.084076,97.012802,97.136002,98.44767,96.708908,97.158012,98.359802,97.162399,97.190399,97.10376,98.451294,98.74115,97.152107,98.334518,98.324272,98.291367,98.540092,98.789299,98.768784,98.774879,98.422028,98.745583,98.754417,98.39328,98.355957,98.401451,98.767258,98.757156,98.830544,98.302368,98.335388,98.734032,98.332314,98.452141,97.185974,97.127319,97.091408,98.482491,97.133026,98.307281,98.329315,98.325272,98.376572,98.363663,97.168915,97.152611,97.165314,98.787819,98.308311,98.320793,98.282272,97.135323,98.335037,98.719131,98.309692,96.715744,98.352356,96.754036,96.745499,96.738319,97.120667,98.714989,97.142509,97.109497
fM27b,98.333931,99.056618,99.069763,99.037659,99.055466,99.165398,96.742958,99.04734,97.137909,97.127045,99.162117,99.062195,99.192528,99.057251,99.019302,99.051712,99.120125,99.119652,99.266655,96.793121,96.803551,98.421005,98.430176,98.438202,99.145706,98.778664,98.422333,97.205154,99.140343,98.443069,97.209305,98.372673,97.205154,98.388008,96.76825,97.233337,98.420746,97.189926,96.815552,97.222542,97.239044,98.421967,98.375847,99.054268,98.411476,98.403221,96.793671,98.483887,98.994888,96.800186,98.899902,98.809517,97.221367,96.783157,99.24733,98.974472,96.78717,96.821182,99.008179,99.001518,98.993507,98.386703,99.234833,98.948425,97.199829,99.001266,96.816017,97.244003,96.765015,96.807129,99.060104,99.065033,98.363129,96.82785,98.347198,98.794067,99.18882,97.207939,98.38765,99.183899,99.062531,98.877014,100.0,98.298889,97.198509,98.851456,98.381943,96.825684,96.83963,98.397354,98.376556,99.039307,99.990044,99.990524,98.954384,97.115082,97.060013,97.209778,98.839996,96.765999,97.205109,98.329071,97.164627,97.26387,97.207054,98.372597,99.080894,97.193443,98.354172,98.365097,98.358833,98.817924,99.114525,98.930359,98.924942,98.326805,99.143524,99.16095,98.324425,98.323235,98.327576,98.929024,98.931,99.282005,98.336533,98.390503,98.914978,98.386887,98.830734,97.204887,97.19838,97.175484,98.854004,97.199089,98.377441,98.343704,98.338493,98.371506,98.303345,97.200211,97.202011,97.198341,99.098175,98.373077,98.347656,98.344582,97.183174,98.357071,98.900291,98.332558,96.80574,98.371948,96.911934,96.878098,96.810349,97.205383,98.908707,97.209564,97.184479
fM29a,98.811249,98.374916,98.374817,98.281975,98.329834,98.210861,96.590096,98.3629,97.088455,97.113983,98.201019,98.369164,98.340363,98.367218,98.348175,98.410538,98.186646,98.19223,98.161316,96.715912,96.628555,98.927612,98.990982,99.005653,98.290054,98.225006,98.936295,97.146225,98.329803,99.03875,97.139038,98.922752,97.027496,98.919327,96.686188,97.168945,98.989548,97.130493,96.670486,97.13945,97.160698,98.922081,98.935867,98.345093,98.937698,98.911469,96.696671,98.872406,98.404495,96.653412,98.055473,98.229767,97.15564,96.585838,98.147385,98.40757,96.607712,96.614838,98.445129,98.394012,98.39959,98.927536,98.137573,98.087616,97.113907,98.387077,96.67984,97.162445,96.70723,96.676193,98.342827,98.301575,98.917969,96.692871,98.90255,98.228546,98.34626,97.105743,98.912292,98.335388,98.344025,98.261597,98.298889,100.0,97.09343,98.063522,98.952118,96.688652,96.666168,98.954597,98.958435,98.372177,98.294746,98.271004,98.264069,96.904526,96.970177,97.150955,98.054466,96.700226,97.110611,98.969025,97.111214,97.203499,97.138397,99.008247,98.10173,97.125557,98.964066,98.881683,98.889145,98.022522,98.129013,98.277206,98.228317,99.00914,98.2033,98.180412,98.978653,99.02475,99.002869,98.282524,98.27272,98.21347,98.746078,98.921013,98.312622,98.88681,97.990387,97.130386,97.133171,97.134583,98.055611,97.171677,98.859741,98.726471,98.774666,98.918304,98.992241,97.139648,97.152008,97.158661,98.105057,98.876617,98.75415,98.761337,97.115234,98.736862,98.315536,98.726105,96.710693,98.926689,96.731468,96.726212,96.664429,97.147324,98.281883,97.140503,97.156555
fM30a,97.105942,97.230255,97.239738,97.351242,97.258354,97.115356,97.144798,97.259064,98.216888,98.203003,97.102737,97.240494,97.146393,97.342361,97.350037,97.248138,97.10482,97.101624,97.099518,97.150085,97.103958,97.229225,97.205811,97.227097,97.128365,97.144958,97.228256,99.92804,97.136002,97.196068,97.549698,97.148712,97.50383,97.168579,97.150818,97.582298,97.226807,99.932327,97.115448,97.564156,97.556793,97.211731,97.238441,97.233696,97.236694,97.237831,97.143188,97.18354,97.15126,97.118042,97.052818,97.099472,97.556961,97.083344,97.084061,97.15892,97.097229,97.084763,97.14138,97.125031,97.157211,97.149437,97.089417,97.095734,97.549713,97.14975,97.124664,97.563934,97.124977,97.105888,97.212173,97.227219,97.149673,97.111015,97.159187,97.129562,97.180237,97.527328,97.234901,97.115158,97.336853,97.194588,97.198509,97.09343,100.0,97.178055,97.213982,97.142387,97.137726,97.228821,97.2314,97.241028,97.227821,97.338272,97.18306,97.213234,98.383148,97.452705,97.130608,97.140121,97.489563,97.240379,98.253387,97.63781,97.430931,97.253296,97.108521,97.474281,97.224869,97.130836,97.120483,97.142128,97.09745,97.155899,97.192856,97.221481,97.145889,97.125389,97.223579,97.202164,97.242615,97.166672,97.169479,97.204575,97.163818,97.147842,97.179878,97.128647,97.147583,97.510994,97.465271,97.467712,97.214729,97.469513,97.105598,97.154579,97.17392,97.307602,97.223282,97.49791,97.500275,97.482803,97.056534,97.114037,97.205177,97.152863,97.474167,97.122421,97.152847,97.146034,97.190628,97.300529,97.090057,97.120659,97.088867,97.487213,97.14444,97.505707,97.48584
fM31a,98.187271,98.678566,98.681862,98.644348,98.667114,98.833405,96.736633,98.648605,97.198769,97.202927,98.827888,98.665916,99.092178,98.670868,98.670746,98.681671,98.81926,98.816872,99.055069,96.742493,96.797058,98.192093,98.145233,98.153984,99.119049,98.461311,98.201538,97.228996,99.119965,98.173431,97.505257,98.113739,97.330292,98.097473,96.727524,97.483154,98.147766,97.196548,96.775711,97.508713,97.522697,98.185822,98.235504,98.665924,98.203125,98.243767,96.741898,98.153717,98.957817,96.755936,98.44841,98.482307,97.496948,96.769104,99.074043,98.934204,96.810333,96.764076,98.943817,98.935127,98.922684,98.124916,99.054901,98.467041,97.511322,98.927017,96.757019,97.502144,96.850166,96.773743,98.621567,98.597435,98.122482,96.730194,98.088921,98.427177,99.112793,97.489609,98.216698,99.079628,98.670631,98.485092,98.851456,98.063522,97.178055,100.0,98.200516,96.775932,96.78595,98.216568,98.215149,98.677383,98.808487,98.84201,98.564758,97.186737,97.081207,97.481285,99.882233,96.789124,97.442017,98.109787,97.343651,97.569336,97.486504,98.154999,99.000168,97.46814,98.015091,98.086044,98.078552,99.758308,99.010513,98.561966,98.543106,98.119827,98.876205,98.855255,98.110252,98.118744,98.116837,98.562988,98.543373,99.018761,98.172516,98.122833,98.56591,98.065125,99.82933,97.486099,97.464058,97.475021,99.887367,97.508636,98.055786,98.165771,98.18058,98.085236,98.105232,97.486748,97.477829,97.480904,99.00322,98.067673,98.160469,98.137207,97.471146,98.1698,98.567619,98.18512,96.771484,98.104233,96.792023,96.791061,96.789871,97.480835,98.561707,97.501389,97.493774
fM35a,99.522568,98.401207,98.403427,98.393211,98.388367,98.274734,96.701187,98.371536,97.064095,97.084671,98.280273,98.416702,98.384537,98.400665,98.397247,98.398804,98.274887,98.288773,98.404419,96.763168,96.738403,99.978256,99.068817,99.078941,98.402016,98.325058,99.972641,97.235474,98.397285,99.06073,97.306702,99.042313,97.164932,99.077118,96.733948,97.29953,99.067673,97.201508,96.732452,97.298813,97.299507,99.96965,99.994171,98.385849,99.993019,99.996635,96.739662,99.014282,98.503151,96.728027,98.206528,98.331772,97.267273,96.780334,98.383308,98.49942,96.765411,96.774979,98.474274,98.508057,98.472588,99.07962,98.405273,98.252167,97.293625,98.485443,96.760521,97.252213,96.684723,96.686111,98.412643,98.400276,99.056259,96.715912,99.043983,98.340858,98.417343,97.243446,99.993698,98.406723,98.379395,98.408615,98.381943,98.952118,97.213982,98.200516,100.0,96.747406,96.78717,99.984444,99.991013,98.401436,98.369568,98.352081,98.340561,97.050415,97.064682,97.188698,98.206039,96.74176,97.215378,99.016571,97.162964,97.231644,97.164673,99.0578,98.297371,97.160629,99.075302,99.052643,99.040939,98.229111,98.318207,98.375839,98.354507,99.044403,98.299095,98.25779,99.040016,99.041992,99.032417,98.359062,98.362915,98.398613,99.485229,99.039474,98.373322,99.054184,98.191109,97.214165,97.213799,97.164856,98.226227,97.190681,99.072235,99.476181,99.472397,99.499153,99.029869,97.190475,97.212662,97.191772,98.278717,99.009125,99.519058,99.501549,97.202538,99.446075,98.36853,99.483337,96.792656,99.473198,96.724785,96.723297,96.801102,97.217667,98.350258,97.194,97.207748
fM40a,96.827415,96.840942,96.810188,96.803314,96.801285,96.698685,98.494736,96.80896,97.210457,97.248001,96.708313,96.817261,96.682571,96.797401,96.797607,96.788101,96.751358,96.725449,96.828247,99.4356,99.461212,96.731339,96.749733,96.75824,96.680908,96.669113,96.732635,97.171341,96.658157,96.752159,96.907661,96.714691,96.705795,96.725296,99.43853,96.886925,96.759422,97.154892,99.898956,96.89032,96.898666,96.78286,96.760956,96.80925,96.769493,96.751686,99.781097,96.732414,96.698845,99.990128,96.639923,96.640076,96.885895,99.473495,96.843887,96.686195,99.449585,99.444717,96.680313,96.674065,96.647972,96.695831,96.818542,96.659088,96.819229,96.681419,99.873077,96.912674,98.306091,99.751785,96.818123,96.815186,96.736801,99.898453,96.676865,96.678474,96.7472,96.903275,96.719734,96.690765,96.770615,96.730911,96.825684,96.688652,97.142387,96.775932,96.747406,100.0,99.997391,96.710007,96.735504,96.839111,96.760323,96.814133,96.78846,96.49025,97.023285,96.725853,96.598679,99.449898,96.693893,96.755966,97.144714,96.71389,96.710548,96.760757,96.672081,96.699081,96.669395,96.69381,96.693161,96.652985,96.657402,96.750359,96.785782,96.708252,96.749794,96.730804,96.715775,96.710236,96.696671,96.785019,96.803757,96.761345,96.79509,96.668381,96.78772,96.703766,96.782639,96.736298,96.71138,96.701416,96.644104,96.742523,96.670349,96.818062,96.79306,96.733017,96.714447,96.723846,96.739075,96.750214,96.624374,96.683563,96.793198,96.807106,96.690582,96.799469,96.781464,96.807938,99.39418,96.776299,99.849777,99.844742,99.441849,96.713638,96.787704,96.757202,96.701439
fM41b,96.788467,96.859055,96.809753,96.810867,96.819214,96.717873,98.485092,96.823715,97.220253,97.234596,96.741959,96.842087,96.688446,96.833405,96.834595,96.821579,96.728722,96.726868,96.859688,99.438866,99.461098,96.725952,96.754456,96.752563,96.659775,96.6353,96.722397,97.174332,96.629318,96.716309,96.898674,96.734543,96.704262,96.716843,99.434814,96.870651,96.764755,97.167221,99.896088,96.87558,96.881866,96.783463,96.777893,96.833771,96.735336,96.765091,99.794098,96.69735,96.711922,99.987076,96.673508,96.645645,96.88649,99.463974,96.844864,96.702026,99.432205,99.451538,96.676743,96.695129,96.661629,96.685013,96.843674,96.706505,96.832802,96.69973,99.872757,96.896286,98.307938,99.759186,96.841049,96.822159,96.747322,99.891685,96.703217,96.63533,96.712051,96.872131,96.754318,96.694443,96.80719,96.727646,96.83963,96.666168,97.137726,96.78595,96.78717,99.997391,100.0,96.736252,96.750954,96.854698,96.780891,96.805847,96.815399,96.511353,97.070602,96.760551,96.673462,99.455002,96.710548,96.765945,97.166595,96.708801,96.724091,96.764267,96.62854,96.698456,96.68483,96.704002,96.692078,96.650436,96.608803,96.794281,96.814537,96.718246,96.742943,96.738068,96.726532,96.705658,96.695816,96.819221,96.832993,96.74189,96.801147,96.667068,96.808258,96.710976,96.752975,96.711845,96.711121,96.707535,96.666687,96.750565,96.720474,96.806358,96.789856,96.755356,96.718529,96.751968,96.748497,96.754829,96.614983,96.684944,96.790817,96.787521,96.712807,96.808502,96.85083,96.806473,99.386887,96.799393,99.84874,99.850845,99.439575,96.727142,96.837311,96.765106,96.743118
fM48a,99.451691,98.422607,98.443069,98.41423,98.402222,98.266296,96.660973,98.405128,97.074387,97.08403,98.247223,98.429535,98.424294,98.415825,98.422714,98.415527,98.277191,98.244049,98.34108,96.750404,96.713745,99.974907,99.059982,99.059158,98.37104,98.365509,99.977188,97.219978,98.368477,99.053688,97.293221,99.041412,97.129074,99.075325,96.747246,97.301903,99.065567,97.169945,96.701965,97.300522,97.288452,99.961273,99.987381,98.420197,99.98735,99.982964,96.713623,99.013184,98.494781,96.722008,98.182159,98.342079,97.286423,96.721375,98.335014,98.499825,96.73864,96.749435,98.488785,98.501297,98.48732,99.084824,98.329788,98.256493,97.269127,98.513542,96.684784,97.292343,96.751205,96.659485,98.430412,98.432312,99.053101,96.679482,99.061996,98.387802,98.381355,97.221031,99.995621,98.405754,98.413002,98.388565,98.397354,98.954597,97.228821,98.216568,99.984444,96.710007,96.736252,100.0,99.996292,98.419312,98.378479,98.387978,98.390411,97.058167,97.060028,97.174194,98.186478,96.721176,97.187363,99.013138,97.122345,97.2668,97.154068,99.085266,98.287628,97.174271,99.033737,99.048981,99.049881,98.181,98.28302,98.390289,98.372414,99.029327,98.287262,98.25647,99.012306,98.995728,99.022232,98.378296,98.376724,98.36219,99.516006,98.995857,98.384491,99.064377,98.196022,97.199814,97.1698,97.178764,98.232094,97.176208,99.04731,99.487198,99.469925,99.469116,99.003922,97.179008,97.208771,97.152695,98.256073,99.038376,99.503998,99.472153,97.197433,99.475327,98.408127,99.483429,96.794022,99.493591,96.708374,96.705605,96.785614,97.18988,98.391586,97.205711,97.182419
fM51a,99.462059,98.395523,98.402077,98.402527,98.404633,98.238693,96.6707,98.372498,97.055679,97.061584,98.241028,98.399261,98.394829,98.410278,98.38829,98.378494,98.25338,98.232964,98.348434,96.765091,96.732819,99.971512,99.049713,99.060959,98.39566,98.328865,99.970413,97.237152,98.402161,99.04715,97.290703,99.00206,97.13327,99.036469,96.753876,97.305099,99.057472,97.19313,96.705994,97.301987,97.29451,99.96299,99.987015,98.40123,99.985809,99.985344,96.706024,98.982178,98.46405,96.710396,98.214081,98.316406,97.260132,96.712952,98.30545,98.484421,96.707291,96.732224,98.488358,98.474625,98.477737,99.042244,98.342621,98.26165,97.287674,98.477295,96.711891,97.283928,96.713608,96.702995,98.387596,98.371033,99.016975,96.72789,99.009872,98.379227,98.412292,97.217712,99.996185,98.374069,98.381973,98.375854,98.376556,98.958435,97.2314,98.215149,99.991013,96.735504,96.750954,99.996292,100.0,98.397163,98.355125,98.356445,98.371033,97.0121,97.064987,97.18029,98.195297,96.711029,97.168716,99.032028,97.154282,97.233902,97.173935,99.083527,98.242172,97.162354,99.050476,99.015335,99.016708,98.181541,98.246384,98.339539,98.363159,99.033737,98.273682,98.230789,98.994736,99.012985,99.006897,98.358292,98.351364,98.379471,99.467972,99.015533,98.386276,99.030556,98.182053,97.167892,97.186523,97.178947,98.219574,97.173538,99.020523,99.457977,99.450745,99.492973,99.006561,97.152634,97.198883,97.167343,98.213913,98.979309,99.489861,99.459442,97.170464,99.434723,98.367905,99.447746,96.775497,99.483192,96.705917,96.715775,96.769363,97.186111,98.366074,97.16523,97.160507
